seed,sequence_id,score,rank_within_seed,plddt,ppl,dr_prob,pam_prob,z_plddt,z_negppl,novelty_bonus,dr_logit,pam_logit,predicted,overall_pass,WED_pass,PI_pass,NUC_pass,BH_pass,LID_pass,plddt_total
seed4,seed4_row71100,1.0877201470206666,441.0,,19.897022,0.20291,0.628646,0.0,1.2873113528866666,0.0,-1.368206,0.526413,PASS,True,True,True,True,True,False,66.94882736156352
seed4,seed4_row114673,1.073314275533328,498.0,,19.988932,0.239379,0.635582,0.0,1.2491202507618973,0.0,-1.156087,0.556241,PASS,True,True,True,True,True,False,67.91263029315961
seed4,seed4_row102854,1.0729558251024771,499.0,,19.977011,0.22782,0.633791,0.0,1.254073750146396,0.0,-1.220662,0.548517,PASS,True,True,True,True,True,False,67.70785830618892
seed4,seed4_row105304,1.0689866260872771,520.0,,20.004259,0.237584,0.638927,0.0,1.2427514658389678,0.0,-1.165969,0.570709,PASS,True,True,True,True,True,False,67.48298045602607
seed4,seed4_row71238,1.0680994840619515,523.0,,20.031568,0.257188,0.644802,0.0,1.2314038343742164,0.0,-1.060638,0.596267,PASS,True,True,True,True,True,False,67.12276058631922
seed4,seed4_row36245,1.058628248604812,573.0,,20.111446,0.30618,0.640128,0.0,1.1982123551497317,0.0,-0.818038,0.57592,PASS,True,True,True,True,True,False,67.31794788273616
seed4,seed4_row34989,1.0555408331384617,687.0,,20.157113,0.339037,0.641821,0.0,1.179236475912088,0.0,-0.667587,0.583278,PASS,True,True,True,True,True,False,66.84324104234528
seed4,seed4_row78020,1.055007185033369,714.0,,20.150241,0.33616,0.633474,0.0,1.1820919786190986,0.0,-0.680456,0.54715,PASS,True,True,True,True,True,False,67.4099022801303
seed4,seed4_row107597,1.052686774116654,717.0,,20.177192,0.352634,0.636357,0.0,1.1708931058809344,0.0,-0.60748,0.559589,PASS,True,True,True,True,True,False,67.50698697068404
seed4,seed4_row106741,1.0463756119035308,751.0,,20.097599,0.258957,0.629561,0.0,1.203966159862187,0.0,-1.051396,0.530336,PASS,True,True,True,True,True,False,67.03024429967427
seed4,seed4_row73853,1.0396580916361586,775.0,,20.085977,0.224235,0.631154,0.0,1.208795416623084,0.0,-1.241153,0.537171,PASS,True,True,True,True,True,False,67.0198941368078
seed4,seed4_row79044,1.0393713503163964,778.0,,20.097877,0.228745,0.640262,0.0,1.2038506433091376,0.0,-1.215413,0.576502,PASS,True,True,True,True,True,False,67.50058631921824
seed4,seed4_row70395,1.0388888002678691,780.0,,20.231384,0.3587,0.637082,0.0,1.1483748575255277,0.0,-0.581011,0.562723,PASS,True,True,True,True,True,False,67.41135179153095
seed4,seed4_row29920,1.0373839743879332,781.0,,20.229377,0.347136,0.643985,0.0,1.1492088205541904,0.0,-0.631653,0.592701,PASS,True,True,True,True,True,False,66.7524022801303
seed4,seed4_row72781,1.0361322900622625,784.0,,20.085484,0.216763,0.624016,0.0,1.209000271517518,0.0,-1.284631,0.506627,PASS,True,True,True,True,True,False,67.02944625407166
seed4,seed4_row70397,1.034804027322017,786.0,,20.184645,0.304809,0.62952,0.0,1.1677961818885958,0.0,-0.824501,0.530157,PASS,True,True,True,True,True,False,67.25061074918567
seed4,seed4_row106713,1.0297006979844303,801.0,,20.251064,0.353714,0.627242,0.0,1.140197282834901,0.0,-0.602755,0.520404,PASS,True,True,True,True,True,False,66.9007003257329
seed4,seed4_row101258,1.0292143112347407,804.0,,20.295179,0.375553,0.65621,0.0,1.1218663017639154,0.0,-0.508467,0.646452,PASS,True,True,True,True,True,False,67.19112377850163
seed4,seed4_row117607,1.0252072735218942,825.0,,20.436934,0.504064,0.649569,0.0,1.0629632478884203,0.0,0.016257,0.617144,PASS,True,True,True,True,True,False,67.37028501628664
seed4,seed4_row31163,1.0234862730694008,832.0,,20.300125,0.370305,0.642635,0.0,1.1198111043848584,0.0,-0.530909,0.586817,PASS,True,True,True,True,True,False,67.61828990228013
seed4,seed4_row62376,1.023412239775493,833.0,,20.202651,0.282917,0.631586,0.0,1.1603141996792758,0.0,-0.930036,0.539027,PASS,True,True,True,True,True,False,67.24447882736156
seed4,seed4_row63221,1.0223975750868664,836.0,,20.221908,0.290843,0.64263,0.0,1.1523123929812378,0.0,-0.891291,0.586798,PASS,True,True,True,True,True,False,67.6608713355049
seed4,seed4_row70915,1.021300492569236,840.0,,20.175157,0.246026,0.636378,0.0,1.1717387036703373,0.0,-1.119919,0.559677,PASS,True,True,True,True,True,False,67.38732084690554
seed4,seed4_row39188,1.0171043978188914,865.0,,20.298474,0.34634,0.644272,0.0,1.1204971397412733,0.0,-0.635168,0.593953,PASS,True,True,True,True,True,False,67.11969055374593
seed4,seed4_row118183,1.015490233410946,866.0,,20.283255,0.329643,0.639113,0.0,1.1268210477299232,0.0,-0.709801,0.571517,PASS,True,True,True,True,True,False,66.96725570032574
seed4,seed4_row60929,0.9968888046823492,6651.0,,20.299099,0.28265,0.639638,0.0,1.1202374352604991,0.0,-0.931355,0.573794,PASS,True,True,True,True,True,False,67.1358957654723
seed4,seed4_row102905,0.9925193322818262,6681.0,,20.278009,0.235755,0.657461,0.0,1.1290009032597517,0.0,-1.176093,0.651998,PASS,False,False,False,False,False,False,67.06105777054516
seed4,seed4_row64000,0.9906549315259848,6693.0,,20.278217,0.243886,0.636245,0.0,1.1289144736085497,0.0,-1.131492,0.559103,PASS,True,True,True,True,True,False,67.45785016286645
seed4,seed4_row23581,0.9835518513631698,6754.0,,20.277124,0.215828,0.641227,0.0,1.1293686448045284,0.0,-1.290146,0.580696,PASS,True,True,True,True,True,False,67.35751628664495
seed4,seed4_row61575,0.9798587863938604,6765.0,,20.330857,0.258972,0.636192,0.0,1.1070411234198008,0.0,-1.051316,0.558872,PASS,True,True,True,True,True,False,67.54798045602607
seed4,seed4_row112115,0.9789796378069784,6768.0,,20.297657,0.224762,0.634827,0.0,1.120836625438541,0.0,-1.238129,0.552982,PASS,True,True,True,True,True,False,67.40922638436481
seed4,seed4_row62780,0.975398265909466,6852.0,,20.277487,0.201236,0.622875,0.0,1.1292178084420943,0.0,-1.378588,0.501771,PASS,True,True,True,True,True,False,67.211164495114
seed4,seed4_row65239,0.9742134209639814,6856.0,,20.332854,0.250727,0.623237,0.0,1.1062113156628306,0.0,-1.094737,0.503312,PASS,True,True,True,True,True,False,67.51799674267102
seed4,seed4_row114868,0.9737704718552828,6859.0,,20.472056,0.380887,0.62823,0.0,1.0483691026504038,0.0,-0.485783,0.524633,PASS,True,True,True,True,True,False,67.71539087947883
seed4,seed4_row65729,0.9702620049642372,6884.0,,20.33858,0.231318,0.640921,0.0,1.1038320070917675,0.0,-1.200883,0.579363,PASS,True,True,True,True,True,False,67.59410423452769
seed4,seed4_row71207,0.9670857712940378,6893.0,,20.465463,0.349401,0.632447,0.0,1.051108673277197,0.0,-0.621672,0.542728,PASS,True,True,True,True,True,False,67.48767100977199
seed4,seed4_row103808,0.9617505378741372,6917.0,,20.518849,0.370466,0.651815,0.0,1.028925339820196,0.0,-0.530218,0.627026,PASS,True,True,True,True,True,False,67.09440553745928
seed4,seed4_row38434,0.9503861870860426,6952.0,,20.406873,0.230175,0.642578,0.0,1.0754544101229182,0.0,-1.207323,0.586569,PASS,True,True,True,True,True,False,67.63971498371336
seed4,seed4_row85670,0.9486962660137588,6967.0,,20.454215,0.271691,0.640706,0.0,1.0557825228767983,0.0,-0.986061,0.578431,PASS,True,True,True,True,True,False,67.49962540716614
seed4,seed4_row74790,0.9482764304827108,6982.0,,20.396386,0.222918,0.627663,0.0,1.0798120435467295,0.0,-1.248739,0.522204,PASS,True,True,True,True,True,False,67.44686482084691
seed4,seed4_row35689,0.9454402970125334,6994.0,,20.434571,0.248863,0.630099,0.0,1.0639451385893337,0.0,-1.104685,0.532642,PASS,True,True,True,True,True,False,67.24468241042344
seed4,seed4_row69213,0.9355617079146596,7036.0,,20.425088,0.208758,0.627072,0.0,1.067885582735228,0.0,-1.332427,0.519674,PASS,True,True,True,True,True,False,67.10467426710099
seed4,seed4_row114198,0.9355227412933268,7037.0,,20.496475,0.276281,0.629414,0.0,1.0382223447047525,0.0,-0.962986,0.529706,PASS,True,True,True,True,True,False,66.9206026058632
seed4,seed4_row71175,0.9336579476114556,7046.0,,20.471451,0.254142,0.616905,0.0,1.0486204965877937,0.0,-1.07664,0.476432,PASS,True,True,True,True,True,False,67.62276058631922
seed4,seed4_row60672,0.9316045311177448,7058.0,,20.616231,0.371416,0.641287,0.0,0.9884604730253498,0.0,-0.526146,0.580955,PASS,True,True,True,True,True,False,67.62879478827362
seed4,seed4_row69244,0.9263547853505864,7087.0,,20.449026,0.205261,0.621097,0.0,1.0579386933579809,0.0,-1.353731,0.494205,PASS,True,True,True,True,True,False,67.57984527687297
seed4,seed4_row68307,0.9237789141095674,7096.0,,20.472203,0.209107,0.636156,0.0,1.048308020156525,0.0,-1.330315,0.558717,PASS,True,True,True,True,True,False,67.57672638436482
seed4,seed4_row65918,0.9236566171935796,7097.0,,20.624958,0.354565,0.639516,0.0,0.9848341674193996,0.0,-0.599032,0.573266,PASS,True,True,True,True,True,False,66.8294381107492
seed4,seed4_row114337,0.9206110445854374,7114.0,,20.475459,0.200961,0.637271,0.0,1.046955063693482,0.0,-1.3803,0.563537,PASS,True,True,True,True,True,False,67.56425081433225
seed4,seed4_row101446,0.9129092561797458,7172.0,,20.541992,0.247595,0.625573,0.0,1.019308794542494,0.0,-1.111481,0.51327,PASS,True,True,True,True,True,False,67.05635179153094
seed4,seed4_row77066,0.9116903592998062,7180.0,,20.500781,0.202612,0.627018,0.0,1.0364330847140089,0.0,-1.370047,0.519445,PASS,True,True,True,True,True,False,67.78672638436481
seed4,seed4_row20248,0.9089460204395124,7189.0,,20.508432,0.204531,0.621545,0.0,1.0332538863421603,0.0,-1.358211,0.496113,PASS,True,True,True,True,True,False,67.48546416938112
seed4,seed4_row21333,0.906618591704043,7198.0,,20.683306,0.354095,0.639889,0.0,0.9605889881486328,0.0,-0.601086,0.574884,PASS,True,True,True,True,True,False,67.42158794788273
seed4,seed4_row71052,0.904692177108916,7213.0,,20.590609,0.258216,0.639262,0.0,0.9991071101555944,0.0,-1.055261,0.572161,PASS,True,True,True,True,True,False,67.0632328990228
seed4,seed4_row106928,0.9038865989524764,7215.0,,20.826183,0.459102,0.676511,0.0,0.901219712789252,0.0,-0.163958,0.737782,PASS,True,True,True,True,True,False,66.86208469055374
seed4,seed4_row107205,0.8992291674511728,7250.0,,20.542727,0.215338,0.606627,0.0,1.019003382073104,0.0,-1.293043,0.433154,PASS,True,True,True,True,True,False,67.52027687296416
seed4,seed4_row26204,0.8928511834587548,7285.0,,20.603018,0.231066,0.638829,0.0,0.9939508335125068,0.0,-1.2023,0.570285,PASS,True,True,True,True,True,False,67.77307817589576
seed4,seed4_row102898,0.892171478041873,7291.0,,20.755334,0.367045,0.652982,0.0,0.930659397202676,0.0,-0.544915,0.632175,PASS,True,True,True,True,True,False,67.01735342019543
seed4,seed4_row71340,0.8910745432694382,7298.0,,20.618576,0.248855,0.625889,0.0,0.9874860618134832,0.0,-1.10473,0.514619,PASS,True,True,True,True,True,False,67.66618892508143
seed4,seed4_row110979,0.8871431364057403,7315.0,,20.769041,0.373661,0.637851,0.0,0.9249637662939147,0.0,-0.516541,0.566049,PASS,True,True,True,True,True,False,67.68078175895765
seed4,seed4_row74353,0.8849964321806727,7329.0,,20.625332,0.231277,0.631691,0.0,0.984678760258104,0.0,-1.201115,0.539476,PASS,True,True,True,True,True,False,67.31585504885993
seed4,seed4_row110199,0.877773966246457,7371.0,,20.627997,0.212736,0.627266,0.0,0.9835713803520814,0.0,-1.30851,0.520504,PASS,False,False,False,False,False,False,67.39454397394137
seed4,seed4_row107973,0.8736780616699371,7392.0,,20.905108,0.462145,0.635688,0.0,0.8684242309570531,0.0,-0.151709,0.556695,PASS,False,False,False,False,False,False,67.49451140065148
seed4,seed4_row71631,0.8719944569300426,7399.0,,20.699226,0.255032,0.638516,0.0,0.9539737956143468,0.0,-1.071951,0.56893,PASS,True,True,True,True,True,False,67.47162866449511
seed4,seed4_row100268,0.8696131746609045,7412.0,,20.882746,0.423644,0.640593,0.0,0.8777162495155779,0.0,-0.307833,0.577941,PASS,True,True,True,True,True,False,67.55178338762215
seed4,seed4_row67390,0.8691421390387055,7416.0,,20.707854,0.247957,0.647415,0.0,0.9503886271981506,0.0,-1.109539,0.607695,PASS,False,False,False,False,False,False,66.79194625407168
seed4,seed4_row114921,0.8674565736498199,7427.0,,20.736168,0.276612,0.637183,0.0,0.938623390928314,0.0,-0.961327,0.563156,PASS,False,False,False,False,False,False,68.75528641571194
seed4,seed4_row69114,0.8668439593469508,7429.0,,20.821338,0.349879,0.648086,0.0,0.9032329419242154,0.0,-0.619573,0.610638,PASS,False,False,False,False,False,False,67.05665309446255
seed4,seed4_row112731,0.8635595304041034,7463.0,,20.716713,0.251421,0.62719,0.0,0.946707472005862,0.0,-1.091047,0.520182,PASS,False,False,False,False,False,False,68.4255918367347
seed4,seed4_row66796,0.8635280996397129,7464.0,,20.681916,0.211921,0.635676,0.0,0.9611665709138756,0.0,-1.313383,0.556645,PASS,True,True,True,True,True,False,66.92025244299676
seed4,seed4_row28936,0.862134040210145,7491.0,,20.737829,0.261344,0.635888,0.0,0.9379332003002072,0.0,-1.038997,0.55756,PASS,True,True,True,True,True,False,66.83351791530944
seed4,seed4_row111376,0.8542746449648682,7546.0,,20.775153,0.276206,0.62858,0.0,0.922424064235526,0.0,-0.963358,0.52613,PASS,True,True,True,True,True,False,67.18871335504885
seed4,seed4_row37321,0.8530550795601874,7549.0,,20.746978,0.244624,0.628879,0.0,0.9341315422288392,0.0,-1.127493,0.527412,PASS,True,True,True,True,True,False,67.02682410423454
seed4,seed4_row66518,0.8495507858556498,7570.0,,20.824495,0.301004,0.639524,0.0,0.9019211226509284,0.0,-0.84252,0.5733,PASS,True,True,True,True,True,False,66.67187296416938
seed4,seed4_row60582,0.8484691939128526,7573.0,,20.979189,0.448287,0.63817,0.0,0.8376415627326466,0.0,-0.207593,0.567432,PASS,True,True,True,True,True,False,67.17758957654723
seed4,seed4_row115241,0.8452228003291232,7614.0,,20.836653,0.285002,0.659569,0.0,0.8968691433273189,0.0,-0.919784,0.661373,PASS,False,False,False,False,False,False,66.83772172497966
seed4,seed4_row115696,0.8440416232772041,7618.0,,20.72992,0.200993,0.62445,0.0,0.9412196046817202,0.0,-1.380102,0.50848,PASS,True,True,True,True,True,False,67.79255700325734
seed4,seed4_row111177,0.8411498411936194,7630.0,,20.766665,0.222501,0.631169,0.0,0.9259510588480278,0.0,-1.251149,0.537234,PASS,True,True,True,True,True,False,66.92318403908794
seed4,seed4_row115827,0.8356862107348701,7675.0,,20.81831,0.248634,0.639761,0.0,0.9044911581926718,0.0,-1.105909,0.574327,PASS,True,True,True,True,True,False,66.77982084690554
seed4,seed4_row79626,0.8356484177756837,7676.0,,20.832778,0.265113,0.635895,0.0,0.8984793111081195,0.0,-1.019562,0.557589,PASS,True,True,True,True,True,False,67.24048859934854
seed4,seed4_row74524,0.8312062636623234,7703.0,,20.781518,0.203488,0.631572,0.0,0.9197792338033192,0.0,-1.364636,0.538968,PASS,True,True,True,True,True,False,67.4490390879479
seed4,seed4_row72701,0.8267910170196024,7719.0,,20.984076,0.375616,0.645893,0.0,0.8356108814565749,0.0,-0.5082,0.601034,PASS,True,True,True,True,True,False,66.96511400651467
seed4,seed4_row68365,0.8265120549915519,7728.0,,21.059888,0.460252,0.627801,0.0,0.8041089357022171,0.0,-0.159329,0.522796,PASS,True,True,True,True,True,False,67.28547231270358
seed4,seed4_row103998,0.8222565762334737,7744.0,,20.884827,0.269155,0.63857,0.0,0.8768515374763911,0.0,-0.998912,0.569164,PASS,True,True,True,True,True,False,67.43001628664494
seed4,seed4_row102511,0.8205266266057303,7754.0,,21.11771,0.487532,0.641047,0.0,0.780082323722472,0.0,-0.049882,0.57991,PASS,True,True,True,True,True,False,67.53592019543974
seed4,seed4_row112192,0.8149515384599806,7797.0,,20.872995,0.232945,0.639152,0.0,0.8817680549428294,0.0,-1.191755,0.571686,PASS,True,True,True,True,True,False,67.36997557003258
seed4,seed4_row117465,0.8135374670967079,7803.0,,21.193358,0.523595,0.662025,0.0,0.7486485244238685,0.0,0.09445,0.672333,PASS,True,True,True,True,True,False,67.00135179153095
seed4,seed4_row110590,0.8100801316492119,7824.0,,21.035485,0.348102,0.678376,0.0,0.8142490452131598,0.0,-0.627393,0.746317,PASS,False,False,False,False,False,False,66.91183075671277
seed4,seed4_row22184,0.8078407011032918,7829.0,,20.965303,0.30894,0.623853,0.0,0.8434115730047026,0.0,-0.805081,0.505935,PASS,True,True,True,True,True,False,67.76458469055373
seed4,seed4_row79361,0.8064529734178485,7845.0,,20.938523,0.270918,0.635,0.0,0.8545393905969264,0.0,-0.989968,0.553726,PASS,True,True,True,True,True,False,67.37995928338762
seed4,seed4_row74040,0.8018230216935455,7865.0,,21.042723,0.35086,0.64348,0.0,0.811241459562208,0.0,-0.615263,0.5905,PASS,True,True,True,True,True,False,66.79824918566776
seed4,seed4_row107052,0.7962604911327958,7905.0,,21.141099,0.404124,0.678844,0.0,0.7703635587611369,0.0,-0.388309,0.748466,PASS,False,False,False,False,False,False,66.67331707317072
seed4,seed4_row105259,0.7952360429366736,7910.0,,20.941619,0.23807,0.63269,0.0,0.8532529184809623,0.0,-1.163288,0.543775,PASS,True,True,True,True,True,False,66.75782573289902
seed4,seed4_row101406,0.7938142315751826,7921.0,,20.973323,0.265649,0.630321,0.0,0.8400790451074038,0.0,-1.016809,0.533592,PASS,True,True,True,True,True,False,67.50125407166125
seed4,seed4_row21406,0.79320772129784,7922.0,,20.98872,0.270111,0.642988,0.0,0.8336811732826287,0.0,-0.994059,0.588356,PASS,True,True,True,True,True,False,66.87222312703582
seed4,seed4_row63621,0.7894247691343059,7965.0,,20.940231,0.226104,0.619564,0.0,0.8538296701918656,0.0,-1.230443,0.4877,PASS,True,True,True,True,True,False,67.61940553745929
seed4,seed4_row65324,0.7886297935780356,7973.0,,20.927683,0.210264,0.6211,0.0,0.8590437051114795,0.0,-1.323335,0.49422,PASS,True,True,True,True,True,False,67.6532654723127
seed4,seed4_row74019,0.7882570106114105,7980.0,,21.041539,0.307672,0.63871,0.0,0.8117334437305864,0.0,-0.811024,0.569769,PASS,True,True,True,True,True,False,66.76811074918567
seed4,seed4_row105868,0.7880155148116399,7982.0,,20.988785,0.2528,0.643088,0.0,0.8336541640166284,0.0,-1.083736,0.588791,PASS,True,True,True,True,True,False,67.00614820846904
seed4,seed4_row105925,0.7855208822783974,8007.0,,21.186931,0.437953,0.641058,0.0,0.751319117540568,0.0,-0.249474,0.579961,PASS,True,True,True,True,True,False,66.76947882736157
seed4,seed4_row36177,0.7824875040166985,8129.0,,21.02073,0.260506,0.650348,0.0,0.8203801485952837,0.0,-1.043342,0.62057,PASS,True,True,True,True,True,False,67.36903908794788
seed4,seed4_row101860,0.781974241728099,8133.0,,20.956108,0.210752,0.62843,0.0,0.8472323453258559,0.0,-1.320397,0.525488,PASS,False,False,False,False,False,False,67.67291530944625
seed4,seed4_row61789,0.7790712644625366,8162.0,,21.180588,0.409455,0.642332,0.0,0.7539548063750524,0.0,-0.366217,0.585501,PASS,True,True,True,True,True,False,67.48407166123779
seed4,seed4_row109401,0.7770758653629377,8176.0,,21.007288,0.241757,0.631864,0.0,0.8259656648041969,0.0,-1.14307,0.540223,PASS,True,True,True,True,True,False,67.75335504885993
seed4,seed4_row78923,0.7764904244719164,8183.0,,21.109036,0.327714,0.647978,0.0,0.783686606388452,0.0,-0.718544,0.610162,PASS,True,True,True,True,True,False,67.33431596091206
seed4,seed4_row109259,0.7753231003235774,8188.0,,20.994095,0.224873,0.629239,0.0,0.831447714747968,0.0,-1.237489,0.528952,PASS,True,True,True,True,True,False,66.86985342019544
seed4,seed4_row78210,0.7746355718425064,8191.0,,21.015163,0.242288,0.630319,0.0,0.8226933883464378,0.0,-1.140175,0.533588,PASS,False,False,False,False,False,False,68.51530562347187
seed4,seed4_row63350,0.7737587298582935,8203.0,,20.993244,0.226504,0.617733,0.0,0.8318013283689908,0.0,-1.228158,0.479935,PASS,True,True,True,True,True,False,67.30256514657981
seed4,seed4_row66397,0.7732850821462539,8204.0,,21.043551,0.266741,0.628173,0.0,0.810897403066077,0.0,-1.011222,0.524385,PASS,True,True,True,True,True,False,66.99578990228014
seed4,seed4_row64404,0.7699306673484527,8489.0,,21.042728,0.252665,0.631318,0.0,0.811239381926361,0.0,-1.084449,0.537877,PASS,True,True,True,True,True,False,67.78881921824104
seed4,seed4_row68413,0.7686165685251971,8493.0,,21.066351,0.269436,0.633947,0.0,0.8014233836074244,0.0,-0.997488,0.549189,PASS,True,True,True,True,True,False,67.24370521172638
seed4,seed4_row62580,0.7675825891127983,8499.0,,21.146947,0.336139,0.645937,0.0,0.7679335558754262,0.0,-0.680546,0.601227,PASS,False,False,False,False,False,False,66.71303745928338
seed4,seed4_row104853,0.7673639111526411,8500.0,,21.147497,0.344306,0.633393,0.0,0.7677050159323445,0.0,-0.644163,0.546801,PASS,False,False,False,False,False,False,67.11105777054516
seed4,seed4_row63585,0.7672301463119771,8504.0,,21.047194,0.245228,0.635466,0.0,0.8093836375885387,0.0,-1.124225,0.555737,PASS,True,True,True,True,True,False,66.81647394136809
seed4,seed4_row62980,0.766060187357569,8513.0,,21.137375,0.323605,0.643205,0.0,0.7719109819393842,0.0,-0.737253,0.589304,PASS,True,True,True,True,True,False,66.87127850162865
seed4,seed4_row101515,0.7648579086203509,8521.0,,21.163541,0.345809,0.641942,0.0,0.7610382980290727,0.0,-0.637513,0.583803,PASS,False,False,False,False,False,False,67.81750814332247
seed4,seed4_row65372,0.7642138391599994,8529.0,,21.015028,0.210388,0.625864,0.0,0.8227494845142851,0.0,-1.32259,0.514513,PASS,True,True,True,True,True,False,67.32288273615636
seed4,seed4_row111124,0.7638937340199428,8531.0,,21.062087,0.250611,0.632369,0.0,0.8031951914570613,0.0,-1.095357,0.542394,PASS,True,True,True,True,True,False,66.76220684039089
seed4,seed4_row63526,0.7618627676688023,8544.0,,21.036157,0.217131,0.634723,0.0,0.8139698109554319,0.0,-1.282464,0.552534,PASS,True,True,True,True,True,False,67.81758957654723
seed4,seed4_row63815,0.7611650350032969,8547.0,,21.166468,0.331712,0.64888,0.0,0.7598220500047099,0.0,-0.700451,0.614119,PASS,True,True,True,True,True,False,67.5281351791531
seed4,seed4_row72933,0.7611024924156391,8549.0,,21.037682,0.221854,0.626055,0.0,0.8133361320223418,0.0,-1.254894,0.515328,PASS,True,True,True,True,True,False,67.39892508143323
seed4,seed4_row111345,0.7599988723493758,8582.0,,21.086864,0.254073,0.643736,0.0,0.7928996747848228,0.0,-1.077006,0.591615,PASS,True,True,True,True,True,False,66.80667752442997
seed4,seed4_row62118,0.7544216296131804,8633.0,,21.135934,0.284508,0.641562,0.0,0.7725097565902578,0.0,-0.922207,0.582151,PASS,True,True,True,True,True,False,66.86950325732899
seed4,seed4_row102488,0.7522632155806241,8643.0,,21.048242,0.200775,0.628835,0.0,0.8089481651151772,0.0,-1.381457,0.527221,PASS,False,False,False,False,False,False,66.6655239642567
seed4,seed4_row74662,0.7484461096477102,8666.0,,21.064428,0.20381,0.628737,0.0,0.8022224423538719,0.0,-1.362651,0.526802,PASS,True,True,True,True,True,False,67.4896661237785
seed4,seed4_row67846,0.7472764775634628,8684.0,,21.101967,0.236187,0.628918,0.0,0.7866239679478041,0.0,-1.173697,0.527578,PASS,True,True,True,True,True,False,66.95184039087948
seed4,seed4_row25230,0.7463393275032383,8694.0,,21.098676,0.225651,0.63525,0.0,0.787991467861769,0.0,-1.233034,0.554805,PASS,True,True,True,True,True,False,67.5261970684039
seed4,seed4_row105354,0.7447603465103131,8707.0,,21.186719,0.312181,0.625605,0.0,0.7514072093004472,0.0,-0.789945,0.513408,PASS,False,False,False,False,False,False,66.9859641985354
seed4,seed4_row78682,0.7409933176627141,8751.0,,21.118848,0.235933,0.622434,0.0,0.7796094538038774,0.0,-1.175108,0.499893,PASS,True,True,True,True,True,False,67.58500814332247
seed4,seed4_row71594,0.7391919028713037,8767.0,,21.261175,0.357322,0.638336,0.0,0.7204687183875768,0.0,-0.587009,0.568147,PASS,True,True,True,True,True,False,67.0756351791531
seed4,seed4_row27082,0.7384810360570612,8775.0,,21.11114,0.214342,0.631049,0.0,0.7828123372243732,0.0,-1.298947,0.536721,PASS,True,True,True,True,True,False,67.44002442996744
seed4,seed4_row112842,0.7349086164223104,8806.0,,21.171449,0.258224,0.635074,0.0,0.7577523091747294,0.0,-1.05522,0.554046,PASS,True,True,True,True,True,False,66.85507328990228
seed4,seed4_row61631,0.7344241087341663,8810.0,,21.178063,0.271463,0.622412,0.0,0.7550040124773806,0.0,-0.987213,0.4998,PASS,True,True,True,True,True,False,67.77203583061889
