seed,sequence_id,plddt,ppl,dr_prob,pam_prob,dr_logit,pam_logit,predicted,overall_pass,WED_pass,PI_pass,NUC_pass,BH_pass,LID_pass
seed2,seed2_row23657,65.33257881972514,24.36019,0.230927,0.559,-1.203086,0.237104,PASS,False,False,False,False,False,False
seed2,seed2_row23897,65.64127331711273,23.704206,0.239848,0.56332,-1.153512,0.254647,PASS,False,False,False,False,False,False
seed2,seed2_row24091,62.69313566206336,26.935892,0.329687,0.633096,-0.7096,0.545521,PASS,False,False,False,False,False,False
seed2,seed2_row24131,65.11463157894737,28.948526,0.285588,0.592237,-0.916911,0.37322,PASS,False,False,False,False,False,False
seed2,seed2_row24181,60.38784902597403,23.858433,0.333759,0.637052,-0.69123,0.562591,PASS,False,False,False,False,False,False
seed2,seed2_row24190,62.73581847649919,20.237472,0.42701,0.605879,-0.294062,0.430023,PASS,False,False,False,False,False,False
seed2,seed2_row24387,65.42090090090092,22.340256,0.20079,0.596439,-1.381364,0.390648,PASS,False,False,False,False,False,False
seed2,seed2_row24527,64.24604098360655,18.456599,0.311308,0.648475,-0.794012,0.612342,PASS,False,False,False,True,False,False
seed2,seed2_row24650,68.9845145631068,22.551118,0.227631,0.577,-1.221739,0.310469,PASS,False,False,False,False,False,False
seed2,seed2_row25181,67.70165071770334,26.643319,0.330299,0.542765,-0.706831,0.171478,PASS,False,False,False,False,False,False
seed2,seed2_row25311,64.92757328990228,25.377952,0.327845,0.596748,-0.717947,0.391933,PASS,True,True,True,True,True,False
seed2,seed2_row25602,63.39804858299595,19.395081,0.354989,0.558348,-0.59718,0.234458,PASS,False,False,False,False,False,False
seed2,seed2_row25720,63.2876759410802,21.011636,0.212753,0.676619,-1.308408,0.738276,PASS,False,False,False,True,False,False
seed2,seed2_row26006,62.640040716612376,23.85742,0.327601,0.681378,-0.719054,0.760113,PASS,False,False,False,False,False,False
seed2,seed2_row26661,63.63274050121262,23.823044,0.234963,0.530501,-1.180496,0.122156,PASS,False,False,False,False,False,False
seed2,seed2_row26742,66.1714620355412,28.232307,0.313275,0.549805,-0.784854,0.199883,PASS,False,False,False,False,False,False
seed2,seed2_row26908,60.47084882780922,19.975873,0.275171,0.553798,-0.968545,0.216029,PASS,False,False,False,False,False,False
seed2,seed2_row26984,62.94379951495554,24.246886,0.206678,0.546035,-1.345065,0.184662,PASS,False,False,False,False,False,False
seed2,seed2_row27015,65.50492320129345,30.595915,0.297746,0.633785,-0.858056,0.548488,PASS,False,False,False,False,False,False
seed2,seed2_row2711,68.58412660256411,27.295567,0.291671,0.548219,-0.887283,0.193476,PASS,False,False,False,False,False,False
seed2,seed2_row27379,62.74383360522023,23.538049,0.205991,0.663709,-1.349264,0.679869,PASS,False,False,False,False,False,False
seed2,seed2_row27485,63.61345998383186,28.076403,0.418758,0.616309,-0.327876,0.47391,PASS,False,False,False,False,False,False
seed2,seed2_row27717,66.22249201277955,20.861865,0.291673,0.538696,-0.887273,0.155095,PASS,False,False,False,False,False,False
seed2,seed2_row27791,63.40260129659643,22.559668,0.286838,0.540086,-0.910793,0.160689,PASS,False,False,False,False,False,False
seed2,seed2_row27927,62.20932203389831,26.301774,0.245878,0.600291,-1.120717,0.406677,PASS,False,False,False,False,False,False
seed2,seed2_row28188,62.47406224406223,28.414329,0.200425,0.635977,-1.383643,0.557945,PASS,False,False,False,False,False,False
seed2,seed2_row28521,62.54797706797707,26.674425,0.308148,0.639965,-0.80879,0.575212,PASS,False,False,False,False,False,False
seed2,seed2_row28769,62.42246933769419,18.593109,0.37797,0.690126,-0.498172,0.800709,PASS,True,True,True,True,True,False
seed2,seed2_row28884,64.5486293592863,27.867888,0.336478,0.614715,-0.679029,0.467174,PASS,False,False,False,False,False,False
seed2,seed2_row29155,65.40115196078432,26.8203,0.214083,0.576857,-1.30049,0.309885,PASS,False,False,False,False,False,False
seed2,seed2_row29246,64.21264800000002,24.262997,0.226046,0.568951,-1.230772,0.277573,PASS,False,False,False,False,False,False
seed2,seed2_row29352,61.87634521880065,22.882682,0.271115,0.55371,-0.988975,0.215672,PASS,False,False,False,False,False,False
seed2,seed2_row29987,64.94239288601455,22.291908,0.227619,0.574668,-1.221806,0.300923,PASS,False,False,False,False,False,False
seed2,seed2_row30059,68.34995951417005,28.995379,0.337921,0.572967,-0.672572,0.293965,PASS,False,False,False,False,False,False
seed2,seed2_row30248,62.85813765182186,28.913886,0.262818,0.588224,-1.031371,0.35663,PASS,False,False,False,False,False,False
seed2,seed2_row31554,62.12943948009748,25.984344,0.32078,0.611951,-0.750188,0.455519,PASS,False,False,False,False,False,False
seed2,seed2_row31795,61.99256865912761,28.257965,0.292211,0.602642,-0.884669,0.416486,PASS,False,False,False,False,False,False
seed2,seed2_row32007,63.07266450040617,30.445367,0.218047,0.571459,-1.277083,0.287806,PASS,True,True,True,True,True,False
seed2,seed2_row32160,67.45376413570276,23.784021,0.210211,0.518518,-1.323655,0.074108,PASS,False,False,False,False,False,False
seed2,seed2_row32355,61.41175141242938,23.027116,0.214959,0.593393,-1.295287,0.378008,PASS,False,False,False,False,False,False
seed2,seed2_row32756,59.85312096774193,29.00138,0.30201,0.567387,-0.837747,0.271199,PASS,False,False,False,False,False,False
seed2,seed2_row32821,64.34903954802259,24.060777,0.224188,0.531973,-1.241423,0.128069,PASS,False,False,False,False,False,False
seed2,seed2_row32973,61.58342904019689,21.043847,0.255406,0.642212,-1.069982,0.584977,PASS,False,False,False,False,False,False
seed2,seed2_row32990,58.85578478964401,23.845911,0.290059,0.507861,-0.895099,0.031447,PASS,False,False,False,False,False,False
seed2,seed2_row3304,64.28519152404238,24.976296,0.219809,0.687472,-1.266783,0.788329,PASS,False,False,False,False,False,False
seed2,seed2_row33087,60.27932216905901,30.753944,0.352107,0.580213,-0.609789,0.323646,PASS,False,False,False,False,False,False
seed2,seed2_row33096,63.72025223759154,19.640774,0.229213,0.683433,-1.212758,0.769593,PASS,False,False,False,False,False,False
seed2,seed2_row33654,59.492595846645365,24.388125,0.2346,0.540492,-1.182514,0.162323,PASS,False,False,False,False,False,False
seed2,seed2_row33724,62.7372972972973,22.005725,0.261249,0.657074,-1.039488,0.650282,PASS,False,False,False,False,False,False
seed2,seed2_row33769,62.93807849550288,22.696403,0.45051,0.672336,-0.198612,0.718769,PASS,False,False,False,False,False,False
seed2,seed2_row33778,59.60815533980582,23.88085,0.381546,0.584401,-0.482991,0.340866,PASS,False,False,False,False,False,False
seed2,seed2_row3384,64.40507692307692,29.216885,0.213982,0.560361,-1.301085,0.242629,PASS,False,False,False,False,False,False
seed2,seed2_row33992,67.20869391025641,22.497041,0.247958,0.572952,-1.109533,0.293906,PASS,False,False,False,False,False,False
seed2,seed2_row33994,61.002878048780495,31.285338,0.286755,0.617058,-0.911198,0.477079,PASS,True,True,True,True,True,False
seed2,seed2_row34139,60.08329517579722,30.906326,0.290105,0.634973,-0.894873,0.553611,PASS,True,True,True,True,True,False
seed2,seed2_row34178,64.56970161290323,23.068043,0.205292,0.522552,-1.353543,0.090268,PASS,False,False,False,False,False,False
seed2,seed2_row34366,64.21084210526315,24.336929,0.271821,0.540985,-0.985404,0.164309,PASS,False,False,False,False,False,False
seed2,seed2_row34406,64.7678352180937,26.744186,0.204744,0.607817,-1.356902,0.438147,PASS,False,False,False,False,False,False
seed2,seed2_row34410,61.09974755700326,30.536121,0.465123,0.649294,-0.139734,0.615937,PASS,False,False,False,False,False,False
seed2,seed2_row34629,62.24904607922394,21.005951,0.243771,0.64334,-1.132112,0.58989,PASS,False,False,False,False,False,False
seed2,seed2_row3482,63.970388035569925,25.038058,0.244961,0.579403,-1.125668,0.320323,PASS,False,False,False,False,False,False
seed2,seed2_row35558,62.70190437601296,25.569854,0.311942,0.563429,-0.791058,0.255089,PASS,False,False,False,False,False,False
seed2,seed2_row35751,64.5491748366013,26.136071,0.233743,0.60811,-1.187296,0.439376,PASS,True,True,True,True,True,False
seed2,seed2_row36505,66.77613397901534,24.748976,0.207292,0.535183,-1.341328,0.140963,PASS,False,False,False,False,False,False
seed2,seed2_row36904,59.26024291497976,22.781062,0.205016,0.67805,-1.355233,0.744826,PASS,False,False,False,False,False,False
seed2,seed2_row36942,61.57169464428458,26.522443,0.311372,0.532836,-0.793715,0.131533,PASS,False,False,False,False,False,False
seed2,seed2_row37485,66.59299918500408,23.784123,0.282406,0.539626,-0.932559,0.158838,PASS,False,False,False,False,False,False
seed2,seed2_row37509,60.332148562300326,25.017126,0.204051,0.566112,-1.361163,0.266006,PASS,False,False,False,False,False,False
seed2,seed2_row37695,64.54855295068714,25.650501,0.573893,0.640228,0.297753,0.576353,PASS,False,False,False,False,False,False
seed2,seed2_row37716,62.99839935327405,29.115756,0.255806,0.570276,-1.067882,0.282978,PASS,False,False,False,False,False,False
seed2,seed2_row38101,66.75611650485436,20.845339,0.324855,0.554174,-0.731547,0.217548,PASS,False,False,False,False,False,False
seed2,seed2_row38128,63.990388663967614,27.973345,0.209888,0.542194,-1.3256,0.169177,PASS,False,False,False,False,False,False
seed2,seed2_row38148,67.16506493506492,24.431936,0.266993,0.643879,-1.009934,0.592239,PASS,False,False,False,False,False,False
seed2,seed2_row38253,66.09026720647775,20.679968,0.2206,0.513028,-1.262174,0.052122,PASS,False,False,False,False,False,False
seed2,seed2_row38309,63.093268921095,26.577305,0.35571,0.576172,-0.594035,0.307077,PASS,False,False,False,False,False,False
seed2,seed2_row38361,62.94689516129032,22.67898,0.316053,0.549515,-0.771972,0.198711,PASS,False,False,False,False,False,False
seed2,seed2_row38480,64.2865238480194,18.743199,0.541365,0.548752,0.165838,0.195631,PASS,False,False,False,False,False,False
seed2,seed2_row38504,59.76724390243902,28.408165,0.250462,0.589303,-1.096148,0.361084,PASS,False,False,False,False,False,False
seed2,seed2_row38685,67.69461102106969,21.880662,0.497739,0.603283,-0.009042,0.419165,PASS,False,False,False,False,False,False
seed2,seed2_row38800,62.51557988645579,35.534454,0.275676,0.552443,-0.966012,0.210546,PASS,False,False,False,False,False,False
seed2,seed2_row38832,65.28649676375404,19.816252,0.284026,0.574279,-0.924577,0.299333,PASS,False,False,False,False,False,False
seed2,seed2_row3947,63.8703640776699,28.745347,0.204471,0.60429,-1.358583,0.423372,PASS,False,False,False,False,False,False
seed2,seed2_row39648,64.43678657074341,26.015624,0.245676,0.531179,-1.121806,0.124878,PASS,False,False,False,False,False,False
seed2,seed2_row4010,62.05057864710676,21.382492,0.264227,0.63525,-1.024112,0.554806,PASS,False,False,False,False,False,False
seed2,seed2_row40708,63.132513966480445,25.259499,0.282413,0.552079,-0.932524,0.209074,PASS,False,False,False,False,False,False
seed2,seed2_row40968,64.65351684470009,27.675653,0.262689,0.681565,-1.032039,0.760975,PASS,False,False,False,False,False,False
seed2,seed2_row41217,67.1214644012945,20.21154,0.214648,0.559239,-1.297134,0.238074,PASS,False,False,False,False,False,False
seed2,seed2_row41302,61.25950766747377,27.062587,0.211679,0.549448,-1.314837,0.19844,PASS,False,False,False,False,False,False
seed2,seed2_row41339,60.77448136142626,31.776912,0.335779,0.565631,-0.682162,0.264047,PASS,False,False,False,False,False,False
seed2,seed2_row41486,63.6259690553746,30.460339,0.223722,0.63474,-1.244106,0.552608,PASS,False,False,False,False,False,False
seed2,seed2_row42414,63.54757502027575,21.468464,0.227978,0.60203,-1.219761,0.413931,PASS,False,False,False,False,False,False
seed2,seed2_row42941,64.95389294403893,30.013823,0.213487,0.550925,-1.304034,0.20441,PASS,False,False,False,False,False,False
seed2,seed2_row42964,64.54205764611689,21.436906,0.324802,0.512611,-0.73179,0.050455,PASS,False,False,False,False,False,False
seed2,seed2_row4300,68.19965572457966,33.113991,0.231812,0.512197,-1.198106,0.048797,PASS,False,False,False,False,False,False
seed2,seed2_row4324,65.57636437246964,23.057392,0.36771,0.574249,-0.542055,0.29921,PASS,False,False,False,False,False,False
seed2,seed2_row4328,66.93248371335504,23.426117,0.315794,0.660272,-0.77317,0.664508,PASS,False,False,False,False,False,False
seed2,seed2_row44062,62.41217252396167,22.129302,0.317005,0.550756,-0.767571,0.203727,PASS,False,False,False,False,False,False
seed2,seed2_row44253,67.6052780016116,25.907885,0.2064,0.608295,-1.346761,0.440152,PASS,False,False,False,False,False,False
seed2,seed2_row44746,64.3178606158833,22.822221,0.275204,0.635464,-0.968378,0.555729,PASS,False,False,False,False,False,False
seed2,seed2_row45521,65.28074373484236,22.824392,0.220656,0.555282,-1.261848,0.222036,PASS,False,False,False,False,False,False
seed2,seed2_row45664,61.72832258064516,28.899854,0.288652,0.61392,-0.901939,0.46382,PASS,False,False,False,False,False,False
seed2,seed2_row45743,59.53112019623875,24.243597,0.480065,0.683089,-0.079782,0.768005,PASS,False,False,False,False,False,False
seed2,seed2_row45785,64.44163562753037,25.135401,0.237161,0.554481,-1.168308,0.218791,PASS,False,False,False,False,False,False
seed2,seed2_row45889,63.36899999999999,27.921146,0.280266,0.616741,-0.943145,0.475736,PASS,True,True,True,True,True,False
seed2,seed2_row46488,65.1775325732899,27.903085,0.448914,0.629953,-0.205061,0.532017,PASS,True,True,True,True,True,False
seed2,seed2_row46630,65.83577235772357,33.057165,0.268393,0.579789,-1.002791,0.321906,PASS,False,False,False,False,False,False
seed2,seed2_row47241,61.70457627118644,29.599474,0.299322,0.593628,-0.850526,0.378984,PASS,False,False,False,False,False,False
seed2,seed2_row4730,66.05526994359387,27.457759,0.256974,0.572052,-1.061756,0.29023,PASS,False,False,False,False,False,False
seed2,seed2_row47333,64.65334928229666,22.47371,0.22917,0.543822,-1.213004,0.175738,PASS,False,False,False,False,False,False
seed2,seed2_row47370,67.8002875399361,23.785683,0.361736,0.519312,-0.567838,0.077286,PASS,False,False,False,False,False,False
seed2,seed2_row47381,67.19966046887632,23.788161,0.223555,0.550706,-1.245069,0.203523,PASS,False,False,False,False,False,False
seed2,seed2_row48233,60.57184231697505,22.728704,0.218,0.604684,-1.277359,0.425019,PASS,False,False,False,False,False,False
seed2,seed2_row48285,60.78176090468498,25.473008,0.295399,0.584135,-0.869306,0.33977,PASS,False,False,False,False,False,False
seed2,seed2_row48700,64.25416329830234,25.055698,0.243738,0.538733,-1.132292,0.155245,PASS,False,False,False,False,False,False
seed2,seed2_row49363,62.31205645161291,21.726961,0.207288,0.547321,-1.341352,0.189853,PASS,False,False,False,False,False,False
seed2,seed2_row50312,63.9260064672595,35.423803,0.404783,0.566015,-0.385573,0.265612,PASS,False,False,False,False,False,False
seed2,seed2_row5085,58.17094430992735,22.051706,0.221193,0.524443,-1.258728,0.09785,PASS,False,False,False,False,False,False
seed2,seed2_row51005,63.31345998383185,22.345449,0.520502,0.571181,0.082052,0.286671,PASS,False,False,False,False,False,False
seed2,seed2_row51107,61.85838656838656,25.013154,0.222048,0.620658,-1.253772,0.492342,PASS,True,True,True,True,True,False
seed2,seed2_row51350,62.96008210180624,23.50819,0.357031,0.69744,-0.588274,0.835137,PASS,False,False,False,False,False,False
seed2,seed2_row51723,63.74196207749382,31.071855,0.56175,0.661995,0.248266,0.672196,PASS,False,False,False,False,False,False
seed2,seed2_row51740,67.20647441104792,21.777879,0.464727,0.598407,-0.141326,0.39883,PASS,True,True,True,True,True,False
seed2,seed2_row51867,64.7579854368932,26.468073,0.212041,0.59142,-1.312664,0.36984,PASS,False,False,False,False,False,False
seed2,seed2_row52073,65.81624595469255,25.09454,0.302849,0.601251,-0.833769,0.410682,PASS,False,False,False,False,False,False
seed2,seed2_row52214,63.3023572593801,21.502708,0.228657,0.61018,-1.215911,0.44807,PASS,False,False,False,False,False,False
seed2,seed2_row52218,65.73969820554649,22.490643,0.259926,0.695771,-1.046351,0.82724,PASS,False,False,False,False,False,False
seed2,seed2_row5293,62.49025060630558,26.437567,0.204163,0.555063,-1.360478,0.221147,PASS,False,False,False,False,False,False
seed2,seed2_row53441,61.41925626515765,30.648912,0.256557,0.554905,-1.063941,0.22051,PASS,False,False,False,False,False,False
seed2,seed2_row54151,60.95381144238517,22.790597,0.388307,0.542361,-0.454435,0.169852,PASS,False,False,False,False,False,False
seed2,seed2_row54204,66.7378525121556,30.922357,0.214407,0.530845,-1.29856,0.123536,PASS,False,False,False,False,False,False
seed2,seed2_row54814,63.00561632653061,23.872259,0.204957,0.60615,-1.355596,0.431158,PASS,False,False,False,False,False,False
seed2,seed2_row54856,66.52254838709678,28.332671,0.226253,0.545711,-1.229591,0.183357,PASS,False,False,False,False,False,False
seed2,seed2_row55584,64.12395631067962,22.306416,0.378965,0.561512,-0.493945,0.2473,PASS,False,False,False,False,False,False
seed2,seed2_row55595,62.99542414355628,22.811156,0.242387,0.685251,-1.139636,0.778009,PASS,True,True,True,True,True,False
seed2,seed2_row5561,67.10747596153847,25.143996,0.297172,0.562892,-0.860801,0.252909,PASS,False,False,False,False,False,False
seed2,seed2_row5587,66.03226612903227,23.696685,0.355402,0.574615,-0.595379,0.300704,PASS,False,False,False,False,False,False
seed2,seed2_row56116,61.140275750202754,31.648596,0.208474,0.588474,-1.334149,0.35766,PASS,False,False,False,False,False,False
seed2,seed2_row56348,66.41019952114925,26.601015,0.255056,0.503219,-1.071826,0.012874,PASS,False,False,False,False,False,False
seed2,seed2_row56500,65.52587237479806,20.375904,0.240892,0.544262,-1.147798,0.177514,PASS,False,False,False,False,False,False
seed2,seed2_row56738,65.4061943319838,29.659513,0.29113,0.563631,-0.889901,0.255914,PASS,False,False,False,False,False,False
seed2,seed2_row56868,60.8798500394633,24.408653,0.206569,0.560765,-1.345734,0.244269,PASS,False,False,False,False,False,False
seed2,seed2_row58329,62.52598851517638,24.874605,0.568674,0.658489,0.276442,0.656566,PASS,False,False,False,False,False,False
seed2,seed2_row59192,69.66772213247172,26.222449,0.320742,0.55649,-0.750365,0.226927,PASS,False,False,False,False,False,False
seed2,seed2_row59829,59.42591653027824,23.101143,0.205852,0.647824,-1.350112,0.609488,PASS,False,False,False,False,False,False
seed2,seed2_row59946,63.85233884297521,23.564788,0.340268,0.661088,-0.662098,0.668147,PASS,False,False,False,False,False,False
seed2,seed2_row60199,61.87588377723971,25.33399,0.343843,0.578255,-0.646213,0.315612,PASS,False,False,False,False,False,False
seed2,seed2_row60213,63.60640800000001,27.595506,0.239729,0.595227,-1.154167,0.385616,PASS,False,False,False,False,False,False
seed2,seed2_row60400,64.59809484873263,28.077193,0.306251,0.61792,-0.817706,0.480731,PASS,False,False,False,False,False,False
seed2,seed2_row61012,64.34481810832659,24.423008,0.46582,0.526322,-0.136934,0.105387,PASS,False,False,False,False,False,False
seed2,seed2_row61259,65.43815533980582,27.266467,0.282263,0.538326,-0.933266,0.153605,PASS,False,False,False,False,False,False
seed2,seed2_row61266,60.41553571428572,26.267708,0.321548,0.582509,-0.746666,0.333083,PASS,False,False,False,False,False,False
seed2,seed2_row61919,67.8482619240097,21.854964,0.230306,0.54624,-1.206584,0.185491,PASS,False,False,False,False,False,False
seed2,seed2_row61946,62.68882544861338,26.192307,0.228166,0.664792,-1.218694,0.684721,PASS,False,False,False,False,False,False
seed2,seed2_row62137,64.24110751818917,27.089693,0.273651,0.528461,-0.976177,0.113968,PASS,False,False,False,False,False,False
seed2,seed2_row62171,63.184589641434265,27.69152,0.260267,0.511177,-1.044581,0.044716,PASS,False,False,False,False,False,False
