seed,sequence_id,score,rank_within_seed,plddt,plddt_pass,ppl,ppl_pass,dr_prob,pam_prob,z_plddt,z_negppl,novelty_bonus,dr_logit,pam_logit,predicted,overall_pass,WED_pass,PI_pass,NUC_pass,BH_pass,LID_pass
seed1,seed1_row60328,1.6900469454382967,34.0,,False,17.820545,True,0.239498,0.604425,0.0,2.13901792205471,0.0,-1.155434,0.423935,PASS,False,False,True,False,True,False
seed1,seed1_row36409,1.688236372889266,35.0,,False,17.829959,True,0.233514,0.617909,0.0,2.135143389841809,0.0,-1.188576,0.480683,PASS,False,False,True,False,False,False
seed1,seed1_row55977,1.6862997207124648,36.0,,False,17.852341,True,0.242268,0.627336,0.0,2.125931601017807,0.0,-1.140287,0.520805,PASS,False,True,False,False,True,False
seed1,seed1_row14751,1.6856961169145437,37.0,,False,17.914315,True,0.285071,0.649387,0.0,2.100424881306491,0.0,-0.919444,0.616348,PASS,False,True,False,False,True,False
seed1,seed1_row44410,1.681290433888927,38.0,,False,17.845443,True,0.213142,0.636042,0.0,2.1287706198413243,0.0,-1.306092,0.558227,PASS,False,False,True,False,False,False
seed1,seed1_row20751,1.678669541800825,39.0,,False,17.822343,True,0.201272,0.607467,0.0,2.1382779168583217,0.0,-1.378364,0.436675,PASS,False,True,False,True,True,False
seed1,seed1_row85187,1.6781897358975706,40.0,,False,17.884258,True,0.223647,0.660694,0.0,2.1127954798536726,0.0,-1.244536,0.666388,PASS,False,False,False,True,False,False
seed1,seed1_row22205,1.6776094554804257,41.0,,False,17.878537,True,0.23164,0.637562,0.0,2.1151500792577513,0.0,-1.199074,0.564796,PASS,False,True,False,False,True,False
seed1,seed1_row50500,1.6757189419606278,42.0,,False,17.956863,True,0.30491,0.631033,0.0,2.08291334565804,0.0,-0.824022,0.536651,PASS,False,False,False,True,False,False
seed1,seed1_row34202,1.6734043471869768,43.0,,False,17.880822,True,0.224824,0.630052,0.0,2.1142096388385387,0.0,-1.237774,0.532441,PASS,False,False,False,True,False,False
seed1,seed1_row24741,1.6732785235234364,44.0,,False,17.875694,True,0.215064,0.636676,0.0,2.116320176462052,0.0,-1.294664,0.560967,PASS,False,True,False,False,True,False
seed1,seed1_row18949,1.6668189784099585,45.0,,False,17.896564,True,0.208475,0.644325,0.0,2.107730683442798,0.0,-1.334143,0.594188,PASS,False,False,False,False,False,False
seed1,seed1_row36252,1.6636709066882323,46.0,,False,18.256967,True,0.548375,0.637895,0.0,1.9593991524117607,0.0,0.194109,0.566241,PASS,False,False,False,False,False,False
seed1,seed1_row54146,1.6599992733640354,47.0,,False,17.929244,True,0.227871,0.628208,0.0,2.0942805333771934,0.0,-1.220372,0.524535,PASS,False,False,True,False,False,False
seed1,seed1_row47376,1.6551329685934906,48.0,,False,17.93842,True,0.214694,0.63686,0.0,2.090503955133558,0.0,-1.29686,0.561763,PASS,False,False,False,False,False,False
seed1,seed1_row37011,1.65325270645099,49.0,,False,18.087296,True,0.356603,0.629051,0.0,2.0292308663585574,0.0,-0.590137,0.528146,PASS,False,True,False,False,True,False
seed1,seed1_row45247,1.6514191761021269,50.0,,False,17.936303,True,0.207547,0.625962,0.0,2.0913752515744672,0.0,-1.339777,0.514931,PASS,False,False,True,False,False,False
seed1,seed1_row37618,1.6486578654770347,51.0,,False,18.033377,True,0.267664,0.661815,0.0,2.051422379252907,0.0,-1.006509,0.671395,PASS,False,True,False,True,False,False
seed1,seed1_row13393,1.6483746988091854,52.0,,False,17.977313,True,0.22702,0.640605,0.0,2.074496712584551,0.0,-1.225214,0.577989,PASS,False,True,False,False,True,False
seed1,seed1_row77344,1.6460873313414683,53.0,,False,17.96882,True,0.24307,0.592859,0.0,2.0779921876306693,0.0,-1.135922,0.375796,PASS,False,False,True,False,False,False
seed1,seed1_row88095,1.6460654646151438,54.0,,False,18.043755,True,0.290341,0.629787,0.0,2.0471510923073484,0.0,-0.893729,0.531302,PASS,False,False,True,False,False,False
seed1,seed1_row8727,1.6443043340998982,55.0,,False,18.038055,True,0.25797,0.661327,0.0,2.0494970487141404,0.0,-1.056548,0.669212,PASS,False,False,False,False,False,False
seed1,seed1_row59202,1.6438931109979718,56.0,,False,17.96502,True,0.214784,0.618843,0.0,2.0795561585685314,0.0,-1.296324,0.484639,PASS,False,False,True,False,False,False
seed1,seed1_row22925,1.6404918551798648,57.0,,False,18.061065,True,0.278235,0.645013,0.0,2.0400267931140927,0.0,-0.953232,0.59719,PASS,False,False,True,False,False,False
seed1,seed1_row10195,1.6370301741628916,58.0,,False,18.031008,True,0.24733,0.630765,0.0,2.052397391661274,0.0,-1.112901,0.535499,PASS,False,False,False,False,False,False
seed1,seed1_row37194,1.6358943710611262,59.0,,False,18.033201,True,0.247158,0.628503,0.0,2.051494815801609,0.0,-1.113829,0.525801,PASS,False,True,False,False,True,False
seed1,seed1_row29997,1.6334831682455944,60.0,,False,17.990991,True,0.206839,0.616122,0.0,2.068867240350849,0.0,-1.344084,0.47312,PASS,False,False,True,False,False,False
seed1,seed1_row28206,1.633108371043249,61.0,,False,18.003134,True,0.205007,0.634488,0.0,2.0638695300617846,0.0,-1.355286,0.551521,PASS,False,True,False,False,True,False
seed1,seed1_row7587,1.631841525001659,62.0,,False,18.023693,True,0.221027,0.633739,0.0,2.0554080357166558,0.0,-1.25969,0.548289,PASS,False,False,False,False,False,False
seed1,seed1_row45253,1.6314262879016928,63.0,,False,18.046925,True,0.235884,0.642843,0.0,2.0458464112881325,0.0,-1.175379,0.587723,PASS,False,True,False,False,True,False
seed1,seed1_row56485,1.6281152995989214,64.0,,False,18.041363,True,0.225982,0.633129,0.0,2.048135570855602,0.0,-1.231142,0.545663,PASS,False,True,False,False,True,False
seed1,seed1_row38869,1.6251722282204528,65.0,,False,18.04492,True,0.216289,0.638077,0.0,2.046671611743504,0.0,-1.287427,0.567026,PASS,False,True,False,False,True,False
seed1,seed1_row97984,1.6236116104724747,66.0,,False,18.138422,True,0.295686,0.645868,0.0,2.0081888721035352,0.0,-0.867924,0.600925,PASS,False,False,False,False,False,False
seed1,seed1_row39177,1.6171608427181605,67.0,,False,18.128971,True,0.274046,0.63246,0.0,2.012078632454515,0.0,-0.974189,0.542785,PASS,False,True,False,False,True,False
seed1,seed1_row92372,1.6166605919634909,68.0,,False,18.177042,True,0.309272,0.646366,0.0,1.9922939885192728,0.0,-0.803524,0.603101,PASS,False,False,True,False,False,False
seed1,seed1_row42447,1.6161909805098,69.0,,False,18.312519,True,0.451745,0.625463,0.0,1.9365355435854286,0.0,-0.193623,0.512801,PASS,False,False,False,False,False,False
seed1,seed1_row7641,1.6141183040790348,70.0,,False,18.103094,True,0.241761,0.628399,0.0,2.02272886297005,0.0,-1.143051,0.525353,PASS,False,True,False,False,True,False
seed1,seed1_row61373,1.6140165527991517,71.0,,False,18.08451,True,0.224245,0.627394,0.0,2.030377503998788,0.0,-1.2411,0.521053,PASS,False,False,False,False,False,False
seed1,seed1_row74140,1.6138864463248004,72.0,,False,18.131257,True,0.279718,0.610873,0.0,2.0111377804640007,0.0,-0.945862,0.450984,PASS,False,True,False,False,True,False
seed1,seed1_row26473,1.6125795589834344,73.0,,False,18.154031,True,0.291523,0.619437,0.0,2.0017646556906206,0.0,-0.887996,0.48716,PASS,False,True,False,False,True,False
seed1,seed1_row19762,1.6117810607401453,74.0,,False,18.115939,True,0.232687,0.648827,0.0,2.017442229628779,0.0,-1.193202,0.613889,PASS,False,False,False,True,False,False
seed1,seed1_row84756,1.6050879188563179,75.0,,False,18.137137,True,0.241003,0.633423,0.0,2.0087177412233115,0.0,-1.147186,0.546931,PASS,False,True,False,False,True,False
seed1,seed1_row32071,1.6026903862711297,76.0,,False,18.146151,True,0.250405,0.620317,0.0,2.005007837530185,0.0,-1.096453,0.490894,PASS,False,True,False,False,True,False
seed1,seed1_row4996,1.600131205817584,77.0,,False,18.274992,True,0.352888,0.639392,0.0,1.9519805797394059,0.0,-0.606368,0.572726,PASS,False,False,False,False,False,False
seed1,seed1_row47917,1.5994114358268672,78.0,,False,18.14013,True,0.231393,0.623767,0.0,2.0074859083240963,0.0,-1.200463,0.50557,PASS,False,True,False,True,True,False
seed1,seed1_row6140,1.5975147728056083,79.0,,False,18.119982,True,0.203304,0.627394,0.0,2.015778246865155,0.0,-1.365769,0.521053,PASS,False,False,False,True,False,False
seed1,seed1_row87600,1.5964860331683146,80.0,,False,18.15497,True,0.236295,0.623164,0.0,2.0013781902404495,0.0,-1.173098,0.502998,PASS,False,True,False,False,True,False
seed1,seed1_row69555,1.5959940856471284,81.0,,False,18.131504,True,0.227106,0.600685,0.0,2.011036122353041,0.0,-1.224726,0.408319,PASS,False,False,False,True,False,False
seed1,seed1_row92325,1.593993248985815,82.0,,False,18.148526,True,0.210836,0.639606,0.0,2.0040303556940215,0.0,-1.319895,0.573657,PASS,False,False,False,True,False,False
seed1,seed1_row83299,1.5939333272755518,83.0,,False,18.150625,True,0.219364,0.629538,0.0,2.0031664675365026,0.0,-1.269376,0.530233,PASS,False,True,False,False,True,False
seed1,seed1_row49849,1.5932028497622348,84.0,,False,18.201366,True,0.253862,0.647231,0.0,1.982282928231764,0.0,-1.078117,0.606888,PASS,False,False,False,False,False,False
seed1,seed1_row37327,1.592854941285536,85.0,,False,18.169542,True,0.235822,0.626709,0.0,1.9953807732650513,0.0,-1.175724,0.518126,PASS,False,True,True,False,True,False
seed1,seed1_row8621,1.5923042992896028,86.0,,False,18.231538,True,0.285448,0.638822,0.0,1.9698649989851469,0.0,-0.917598,0.570257,PASS,False,False,False,False,False,False
seed1,seed1_row98734,1.5899658645454509,87.0,,False,18.150292,True,0.202708,0.634205,0.0,2.0033035207792156,0.0,-1.369456,0.550298,PASS,False,False,True,False,False,False
seed1,seed1_row55666,1.5880027336647946,88.0,,False,18.212457,True,0.244516,0.651226,0.0,1.9777181909497068,0.0,-1.12808,0.624431,PASS,False,True,False,True,True,False
seed1,seed1_row72565,1.587105380512262,89.0,,False,18.344628,True,0.385323,0.625921,0.0,1.9233204007318025,0.0,-0.467013,0.514758,PASS,False,True,False,True,False,False
seed1,seed1_row8055,1.5860837253842992,90.0,,False,18.180591,True,0.214614,0.640581,0.0,1.9908333219775705,0.0,-1.297333,0.577888,PASS,False,False,True,False,False,False
seed1,seed1_row22223,1.585061553622907,91.0,,False,18.267307,True,0.305315,0.624333,0.0,1.9551435051755812,0.0,-0.822112,0.507982,PASS,False,True,False,False,True,False
seed1,seed1_row85817,1.584658817640235,92.0,,False,18.239842,True,0.262451,0.647052,0.0,1.9664473109146214,0.0,-1.033265,0.606107,PASS,False,False,True,False,False,False
seed1,seed1_row51313,1.5808896132487804,93.0,,False,18.237724,True,0.256657,0.633846,0.0,1.967319018926829,0.0,-1.063419,0.54875,PASS,False,True,False,False,True,False
seed1,seed1_row97523,1.5804290721164742,94.0,,False,18.230729,True,0.239789,0.646769,0.0,1.9701979601663917,0.0,-1.153837,0.604867,PASS,False,False,False,False,False,False
seed1,seed1_row20082,1.5790962279041136,95.0,,False,18.184129,True,0.212592,0.613773,0.0,1.9893771827201625,0.0,-1.309374,0.463202,PASS,False,False,False,False,False,False
seed1,seed1_row12045,1.576866695949585,96.0,,False,18.213395,True,0.222488,0.629939,0.0,1.9773321370708357,0.0,-1.251224,0.531954,PASS,False,False,True,False,False,False
seed1,seed1_row72335,1.5753845747158266,97.0,,False,18.256166,True,0.26066,0.626882,0.0,1.9597288210226096,0.0,-1.04254,0.518863,PASS,False,True,False,False,True,False
seed1,seed1_row50026,1.572192567465056,98.0,,False,18.250073,True,0.234814,0.640914,0.0,1.96223652495008,0.0,-1.181324,0.579333,PASS,False,True,False,False,True,False
seed1,seed1_row73026,1.5710732982752937,99.0,,False,18.203723,True,0.201573,0.618412,0.0,1.9813128546789909,0.0,-1.37649,0.482812,PASS,False,False,True,False,False,False
seed1,seed1_row32696,1.5689663170411314,100.0,,False,18.306228,True,0.280774,0.636734,0.0,1.939124738630188,0.0,-0.940627,0.561218,PASS,False,False,True,False,False,False
seed1,seed1_row43611,1.567018469632051,101.0,,False,18.241964,True,0.223105,0.620926,0.0,1.965573956617216,0.0,-1.247665,0.493482,PASS,False,True,False,False,True,False
seed1,seed1_row92151,1.5635692371225667,102.0,,False,18.344742,True,0.300578,0.635522,0.0,1.9232734816036667,0.0,-0.844549,0.555982,PASS,False,True,False,False,True,False
seed1,seed1_row84812,1.5631415364449353,103.0,,False,18.239894,True,0.207514,0.621946,0.0,1.9664259092070506,0.0,-1.339977,0.497815,PASS,False,True,False,False,True,False
seed1,seed1_row31323,1.5617106552408795,104.0,,False,18.247593,True,0.211992,0.619165,0.0,1.963257221772685,0.0,-1.31296,0.486006,PASS,False,False,False,False,False,False
seed1,seed1_row44617,1.561490981600824,105.0,,False,18.284763,True,0.236838,0.634341,0.0,1.9479591165726056,0.0,-1.170095,0.550888,PASS,False,False,False,True,False,False
seed1,seed1_row24756,1.5612687406184755,106.0,,False,18.283852,True,0.229775,0.642512,0.0,1.9483340580263937,0.0,-1.209583,0.586282,PASS,False,True,False,True,True,False
seed1,seed1_row34922,1.5592272212272633,107.0,,False,18.270674,True,0.208846,0.644715,0.0,1.953757744610376,0.0,-1.331894,0.595887,PASS,False,False,False,True,False,False
seed1,seed1_row31508,1.5586689906857456,108.0,,False,18.287915,True,0.230917,0.633653,0.0,1.9466618438367798,0.0,-1.203141,0.547919,PASS,False,False,False,True,False,False
seed1,seed1_row65366,1.557242862525304,109.0,,False,18.327072,True,0.259937,0.639398,0.0,1.9305459464647203,0.0,-1.046296,0.572753,PASS,False,True,False,False,True,False
seed1,seed1_row61047,1.5567294142025159,110.0,,False,18.40979,True,0.343111,0.631225,0.0,1.8965015917178802,0.0,-0.649461,0.537478,PASS,False,True,False,True,True,False
seed1,seed1_row35590,1.5565027256029398,111.0,,False,18.229473,True,0.208713,0.571942,0.0,1.9707148937184853,0.0,-1.332702,0.28978,PASS,False,True,False,False,False,False
seed1,seed1_row78920,1.556464064006636,112.0,,False,18.312484,True,0.250639,0.628437,0.0,1.936549948580909,0.0,-1.095207,0.525518,PASS,False,False,True,False,False,False
seed1,seed1_row84510,1.5547321531832432,113.0,,False,18.422852,True,0.353618,0.624294,0.0,1.8911256474046334,0.0,-0.603174,0.507813,PASS,False,True,False,True,True,False
seed1,seed1_row82784,1.554266285899786,114.0,,False,18.299133,True,0.232859,0.624886,0.0,1.9420448369996943,0.0,-1.192236,0.510338,PASS,False,False,True,False,False,False
seed1,seed1_row63555,1.5542175586969151,115.0,,False,18.438491,True,0.367286,0.623747,0.0,1.8846890838527361,0.0,-0.54388,0.505483,PASS,False,False,False,True,True,False
seed1,seed1_row80599,1.5539173223715543,116.0,,False,18.287758,True,0.21435,0.634519,0.0,1.946726460530792,0.0,-1.298898,0.551655,PASS,False,False,False,True,False,False
seed1,seed1_row98494,1.553425560230789,117.0,,False,18.378021,True,0.307732,0.622011,0.0,1.9095768003296987,0.0,-0.810744,0.498094,PASS,False,True,False,False,True,False
seed1,seed1_row90980,1.5507584462095874,118.0,,False,18.334642,True,0.257408,0.621674,0.0,1.9274303517279823,0.0,-1.059487,0.496658,PASS,False,False,True,False,False,False
seed1,seed1_row10292,1.5492325455589528,119.0,,False,18.297575,True,0.201667,0.644261,0.0,1.9426860650842184,0.0,-1.375906,0.593908,PASS,False,True,False,False,True,False
seed1,seed1_row66471,1.5477085148478655,120.0,,False,18.337278,True,0.243415,0.631211,0.0,1.926345449782665,0.0,-1.134045,0.537413,PASS,False,False,True,False,False,False
seed1,seed1_row110564,1.5476734915259265,121.0,,False,18.319335,True,0.250943,0.593897,0.0,1.9337302736084665,0.0,-1.09359,0.380097,PASS,False,False,True,False,False,False
seed1,seed1_row13432,1.5436697058246056,122.0,,False,18.325958,True,0.207454,0.648652,0.0,1.9310044368922938,0.0,-1.340343,0.613119,PASS,False,True,False,False,True,False
seed1,seed1_row4423,1.5428951799103345,123.0,,False,18.333544,True,0.21304,0.647328,0.0,1.9278822570147638,0.0,-1.3067,0.607316,PASS,False,False,True,False,False,False
seed1,seed1_row51134,1.5413394739069186,124.0,,False,18.551441,True,0.412314,0.654519,0.0,1.8382021055813123,0.0,-0.354406,0.638963,PASS,False,True,False,False,True,False
seed1,seed1_row4471,1.5403623980805414,125.0,,False,18.385209,True,0.249235,0.654795,0.0,1.9066184258293448,0.0,-1.102698,0.640183,PASS,False,True,False,False,True,False
seed1,seed1_row21250,1.5402232449977014,126.0,,False,18.410843,True,0.276117,0.650702,0.0,1.8960682071395736,0.0,-0.963804,0.622125,PASS,False,False,True,False,False,False
seed1,seed1_row83760,1.538638628176746,127.0,,False,18.368573,True,0.256309,0.611601,0.0,1.9134653259667802,0.0,-1.065242,0.454047,PASS,False,True,False,False,False,False
seed1,seed1_row32965,1.5383397706337687,128.0,,False,18.349291,True,0.243201,0.601993,0.0,1.921401243762527,0.0,-1.135208,0.413776,PASS,False,True,False,False,True,False
seed1,seed1_row40273,1.5379467298826515,129.0,,False,18.31775,True,0.208689,0.606361,0.0,1.9343826141180738,0.0,-1.332845,0.432043,PASS,False,True,False,False,False,False
seed1,seed1_row67389,1.5362168300679995,130.0,,False,18.338607,True,0.200939,0.639381,0.0,1.9257984715257137,0.0,-1.380433,0.57268,PASS,False,False,False,False,False,False
seed1,seed1_row32444,1.5342521200644474,131.0,,False,18.418219,True,0.280788,0.624465,0.0,1.893032457234925,0.0,-0.940555,0.508545,PASS,False,True,False,False,True,False
seed1,seed1_row56427,1.5334755278155332,132.0,,False,18.409934,True,0.258841,0.641568,0.0,1.8964423254507619,0.0,-1.052002,0.582174,PASS,False,True,False,False,True,False
seed1,seed1_row87172,1.5330864753076239,133.0,,False,18.378871,True,0.235304,0.630182,0.0,1.9092269647251772,0.0,-1.178599,0.532998,PASS,False,False,False,False,False,False
seed1,seed1_row38754,1.5329107715843182,134.0,,False,18.398526,True,0.240619,0.649644,0.0,1.9011375308347405,0.0,-1.149289,0.617476,PASS,False,False,False,False,False,False
seed1,seed1_row30580,1.5317102782622571,135.0,,False,18.448064,True,0.301061,0.624338,0.0,1.8807491118032247,0.0,-0.842252,0.508002,PASS,False,False,True,False,False,False
seed1,seed1_row51639,1.5316704496599751,136.0,,False,18.3706,True,0.219379,0.635075,0.0,1.9126310709428218,0.0,-1.269289,0.554052,PASS,False,False,False,False,False,False
seed1,seed1_row7698,1.5308434653650083,137.0,,False,18.359593,True,0.200312,0.643685,0.0,1.917161236235726,0.0,-1.384346,0.591394,PASS,False,True,False,False,True,False
seed1,seed1_row3412,1.5305756798711094,138.0,,False,18.390636,True,0.226331,0.648035,0.0,1.9043848283872993,0.0,-1.229144,0.610411,PASS,False,True,False,False,True,False
seed1,seed1_row93331,1.5295839810416711,139.0,,False,18.384779,True,0.23186,0.626346,0.0,1.906795401488102,0.0,-1.197836,0.516575,PASS,False,False,True,False,False,False
seed1,seed1_row31862,1.5288783016703928,140.0,,False,18.493511,True,0.344574,0.610375,0.0,1.8620444309577044,0.0,-0.642976,0.448887,PASS,False,True,False,False,True,False
seed1,seed1_row78395,1.5276908036271426,141.0,,False,18.383512,True,0.23807,0.60574,0.0,1.9073168623244896,0.0,-1.163289,0.429438,PASS,False,True,False,False,True,False
seed1,seed1_row5752,1.526253528807406,142.0,,False,18.388825,True,0.211844,0.645546,0.0,1.9051301840105799,0.0,-1.313844,0.599517,PASS,False,False,False,False,False,False
seed1,seed1_row92733,1.5255387604844568,143.0,,False,18.396315,True,0.214137,0.649322,0.0,1.9020475149777956,0.0,-1.300169,0.616058,PASS,False,False,False,False,False,False
seed1,seed1_row26450,1.525514660330666,144.0,,False,18.462096,True,0.281545,0.642847,0.0,1.874973943329523,0.0,-0.936808,0.587745,PASS,False,True,False,False,True,False
seed1,seed1_row14784,1.5238016774662242,145.0,,False,18.42377,True,0.242414,0.63777,0.0,1.8907478249517493,0.0,-1.13949,0.565696,PASS,False,False,True,False,False,False
seed1,seed1_row77514,1.5226181772542426,146.0,,False,18.380493,True,0.203542,0.62782,0.0,1.9085593960774896,0.0,-1.364305,0.522874,PASS,False,True,False,False,True,False
seed1,seed1_row71071,1.522145452669248,147.0,,False,18.380659,True,0.200405,0.630401,0.0,1.908491075241783,0.0,-1.383764,0.533938,PASS,False,False,False,True,True,False
seed1,seed1_row64652,1.5220155226858736,148.0,,False,18.447219,True,0.254389,0.644655,0.0,1.8810968895512483,0.0,-1.075339,0.595628,PASS,False,False,False,False,False,False
seed1,seed1_row91916,1.5210608200402755,149.0,,False,18.427908,True,0.253665,0.61315,0.0,1.8890447429146795,0.0,-1.079158,0.460572,PASS,False,True,False,False,True,False
seed1,seed1_row69209,1.5205990239639817,150.0,,False,18.381707,True,0.207102,0.614133,0.0,1.9080597485199742,0.0,-1.342481,0.46472,PASS,False,False,False,True,False,False
seed1,seed1_row108266,1.5195667882574146,151.0,,False,18.42146,True,0.241628,0.614447,0.0,1.8916985546534497,0.0,-1.143775,0.466045,PASS,False,False,True,False,False,False
seed1,seed1_row39969,1.5186253055524133,152.0,,False,18.472293,True,0.279915,0.625534,0.0,1.870777150789162,0.0,-0.944885,0.513104,PASS,False,False,True,False,False,False
seed1,seed1_row88260,1.517877910541598,153.0,,False,18.511999,True,0.306582,0.638993,0.0,1.8544353007737118,0.0,-0.816149,0.570997,PASS,False,False,False,False,False,False
seed1,seed1_row69786,1.5163617873559356,154.0,,False,18.443569,True,0.25172,0.615132,0.0,1.882599124794194,0.0,-1.089462,0.468937,PASS,False,False,False,False,False,False
seed1,seed1_row1707,1.5148537143707128,155.0,,False,18.491302,True,0.271848,0.646159,0.0,1.8629535919581615,0.0,-0.985266,0.602196,PASS,False,False,True,False,False,False
